From,To,TransportMode,TravelTime_hr,TravelCost_NPR
Koshi Barrage,Bhedetar View Tower,Bus,4.6,1014
Koshi Barrage,Davis Falls,Flight,0.5,1947
Koshi Barrage,Salyan Khalanga,Flight,1.2,3704
Koshi Barrage,Hanuman Dhoka,Flight,0.3,1065
Koshi Barrage,Khandadevi Temple,Bus,6.7,1582
Koshi Barrage,Khopra Danda,Bus,8.1,2339
Koshi Barrage,Garden of Dreams,Bus,8.5,2168
Koshi Barrage,Siddha Cave,Taxi,7.4,4756
Koshi Barrage,Kanyam Tea Garden,Jeep,5.0,2097
Koshi Barrage,Kamalbari Lake,Taxi,5.7,3936
Koshi Barrage,Thakurdwara,Jeep,8.1,5243
Koshi Barrage,Phewa Lake,Taxi,3.5,1850
Koshi Barrage,Kapilvastu Ruins,Taxi,7.5,5040
Koshi Barrage,Ringmo Village,Jeep,7.9,4554
Koshi Barrage,Nuwakot Trishuli Dam,Jeep,3.5,1818
Koshi Barrage,Nepalgunj,Bus,4.0,1103
Koshi Barrage,Gahawa Mai Temple,Taxi,3.1,1907
Koshi Barrage,Namobuddha,Bus,9.2,2019
Koshi Barrage,Panchakanya Hill,Bus,7.4,1698
Koshi Barrage,Tsum Valley,Taxi,7.1,3657
Koshi Barrage,Nagi Village,Bus,7.4,1984
Koshi Barrage,Pakuwal Lake,Jeep,6.7,2959
Koshi Barrage,Gaurishankar Conservation Area,Bus,9.1,2222
Koshi Barrage,Narchyang Waterfall,Bus,6.8,1494
Koshi Barrage,Swargadwari,Bus,6.6,1752
Koshi Barrage,Ramaroshan Wetland,Jeep,7.4,4681
Koshi Barrage,Gosaikunda,Bus,6.8,1586
Koshi Barrage,Rani Pokhari,Taxi,6.6,3307
Koshi Barrage,Begnas Lake,Bus,9.9,2148
Koshi Barrage,Seti River Gorge,Bus,7.2,1675
Koshi Barrage,Nagarjun Forest,Bus,6.5,1827
Koshi Barrage,Banskharka Orange Farm,Bus,8.5,2408
Koshi Barrage,Kharpunath,Bus,4.4,1085
Chhimkeshwori Hill,Tila River Valley,Bus,7.3,1909
Chhimkeshwori Hill,Koshi Barrage,Bus,10.2,2056
Chhimkeshwori Hill,Arun Valley,Bus,7.5,1518
Chhimkeshwori Hill,Chhimkeshwori,Bus,5.5,1185
Chhimkeshwori Hill,Musikot,Bus,9.3,2762
Chhimkeshwori Hill,Panchthar Tea Garden,Bus,4.9,1332
Chhimkeshwori Hill,Mohare Danda,Bus,9.1,2178
Chhimkeshwori Hill,Tribeni Dham,Bus,9.1,1954
Chhimkeshwori Hill,Dhaulagiri Base Camp,Jeep,6.7,3495
Chhimkeshwori Hill,Swayambhunath Stupa,Bus,7.3,1998
Chhimkeshwori Hill,Shivapuri Nagarjun National Park,Jeep,5.5,3642
Chhimkeshwori Hill,Chainpur Bazaar,Bus,4.2,875
Chhimkeshwori Hill,Lamjung Himal Base Camp,Bus,8.8,1929
Chhimkeshwori Hill,Jalbire Waterfall,Taxi,6.5,4336
Chhimkeshwori Hill,Rani Mahal,Jeep,3.7,2096
Chhimkeshwori Hill,Kakrebihar,Bus,7.7,1787
Chhimkeshwori Hill,Silichho Peak,Flight,0.3,945
Chhimkeshwori Hill,Khaireni Hill,Taxi,6.6,4907
Chhimkeshwori Hill,Panchase Hill,Taxi,5.8,4233
Chhimkeshwori Hill,Jomsom,Flight,1.2,4003
Chhimkeshwori Hill,Okhaldhunga Memorial Park,Flight,1.5,5527
Chhimkeshwori Hill,Baglung Kalika Temple,Bus,9.3,2517
Chhimkeshwori Hill,Maipokhari,Bus,10.2,2323
Chhimkeshwori Hill,Ramdhuni Mandir,Bus,6.1,1250
Chhimkeshwori Hill,Bhedetar Zipline,Jeep,4.6,2946
Chhimkeshwori Hill,Thabang Village,Jeep,7.6,4168
Chhimkeshwori Hill,Ridi Bazaar,Bus,5.1,1035
Chhimkeshwori Hill,Kagbeni,Bus,8.2,1849
Chhimkeshwori Hill,Khaptad Baba Ashram,Bus,6.8,1900
Chhimkeshwori Hill,Simikot,Bus,5.3,1573
Chhimkeshwori Hill,Rara Lake,Bus,8.0,2025
Chhimkeshwori Hill,Badhaiya Tal,Bus,4.7,978
Chhimkeshwori Hill,Rishikesh Complex (Devghat),Bus,9.6,2065
Chhimkeshwori Hill,Ghodepani,Taxi,6.5,3263
Chhimkeshwori Hill,Chandannath Temple,Bus,5.3,1460
Chhimkeshwori Hill,Bishazari Tal,Bus,9.0,2658
Chhimkeshwori Hill,Hanuman Temple,Bus,5.1,1473
Chhimkeshwori Hill,International Mountain Museum,Jeep,8.7,4642
Chhimkeshwori Hill,Madan Ashrit Memorial Park,Bus,9.6,2720
Chhimkeshwori Hill,Mahaboudha Temple,Bus,5.9,1292
Chhimkeshwori Hill,Tindhare Waterfall,Jeep,7.3,5009
Chhimkeshwori Hill,Rolpa Martyrs Trail,Bus,7.6,1525
Chhimkeshwori Hill,Bajura Budhinanda Lake,Bus,3.7,943
Chhimkeshwori Hill,Tallo Dungeshwor,Jeep,5.6,3129
Chhimkeshwori Hill,Tharu Village,Jeep,4.9,2654
Chhimkeshwori Hill,Patal Bhuvaneshwor Cave,Jeep,3.1,1413
Chhimkeshwori Hill,Everest Base Camp,Bus,8.0,2212
Chhimkeshwori Hill,Ghale Gaun,Taxi,4.3,3318
Chhimkeshwori Hill,Sarangkot,Bus,8.1,2231
Chhimkeshwori Hill,Dudh Kunda,Bus,4.4,1092
Chhimkeshwori Hill,Chhanwa Gumba,Taxi,5.9,4417
Chhimkeshwori Hill,Nuwakot Palace Complex,Taxi,5.7,3676
Chhimkeshwori Hill,Hiranya Varna Mahavihar,Bus,6.1,1377
Chhimkeshwori Hill,Sailung,Bus,7.6,2132
Chhimkeshwori Hill,Jaleshwor Mahadev Temple,Taxi,3.9,2378
Chhimkeshwori Hill,Pakhure Pokhari,Jeep,4.2,2114
Chhimkeshwori Hill,Janaki Mandir,Flight,1.1,3941
Chhimkeshwori Hill,Ghodaghodi Lake,Bus,7.3,1487
Chhimkeshwori Hill,Maula Kalika Temple,Flight,1.1,3892
Chhimkeshwori Hill,Laprak,Bus,5.1,1121
Chhimkeshwori Hill,Simraungadh Ruins,Bus,6.1,1337
Chhimkeshwori Hill,Panch Pokhari,Taxi,6.1,3148
Chhimkeshwori Hill,Pathibhara Devi Temple,Flight,0.7,2221
Chhimkeshwori Hill,Dodhara Chandani Bridge,Bus,7.6,2117
Chhimkeshwori Hill,Baraha Kshetra,Bus,6.7,1499
Chhimkeshwori Hill,Baraha Pokhari,Bus,9.6,2669
Chhimkeshwori Hill,Sisne Himal,Bus,6.3,1402
Chhimkeshwori Hill,Gokyo Lakes,Bus,7.7,1903
Chhimkeshwori Hill,Daunne Hill,Bus,3.8,885
Chhimkeshwori Hill,Birgunj Clock Tower,Flight,0.8,2713
Chhimkeshwori Hill,Shey Phoksundo Lake,Taxi,4.4,3278
Chhimkeshwori Hill,Gorkha Durbar,Bus,7.9,1941
Chhimkeshwori Hill,Temke Dada,Taxi,5.4,2762
Chhimkeshwori Hill,Bhimsen Temple,Bus,7.0,1794
Chhimkeshwori Hill,Guerrilla Trek,Bus,4.6,1200
Chhimkeshwori Hill,Bungamati Village,Jeep,5.1,3265
Chhimkeshwori Hill,Poon Hill,Bus,6.5,1907
Chhimkeshwori Hill,Chamunda Temple,Taxi,4.9,2999
Chhimkeshwori Hill,Sitalpati Market,Flight,1.3,4290
Chhimkeshwori Hill,Ashoka Pillar,Jeep,8.2,5605
Chhimkeshwori Hill,World Peace Pagoda,Jeep,7.8,4651
Chhimkeshwori Hill,Kapuche Glacier Lake,Bus,4.9,1350
Chhimkeshwori Hill,Tatopani,Bus,7.7,1690
Chhimkeshwori Hill,Boudhanath Stupa,Taxi,6.1,3782
Chhimkeshwori Hill,Rukumkot,Jeep,8.4,4838
Chhimkeshwori Hill,Makalu Base Camp,Bus,9.1,2598
Chhimkeshwori Hill,Hetauda Martyrs Park,Bus,7.6,2272
Chhimkeshwori Hill,Balmiki Ashram,Bus,5.0,1053
Chhimkeshwori Hill,Salpa Pokhari,Bus,7.0,1802
Chhimkeshwori Hill,Chhintang,Bus,6.6,1643
Chhimkeshwori Hill,Bhairahawa Buddha Park,Bus,6.7,1415
Chhimkeshwori Hill,Barpak,Taxi,5.4,3926
Chhimkeshwori Hill,Gorkha Museum,Jeep,5.1,3185
Chhimkeshwori Hill,Dhulikhel View Tower,Bus,4.5,1147
Chhimkeshwori Hill,Pashupatinath Temple,Bus,8.7,2383
Chhimkeshwori Hill,Api Base Camp,Bus,9.5,2721
Chhimkeshwori Hill,Trishuli River View,Flight,0.4,1131
Chhimkeshwori Hill,Soti Khola,Taxi,5.7,3922
Chhimkeshwori Hill,Bindabasini Temple (Bandipur),Jeep,6.9,4814
Chhimkeshwori Hill,Sailung Danda,Bus,4.5,1253
Chhimkeshwori Hill,Chepang Hill Trail,Jeep,3.9,2509
Chhimkeshwori Hill,Mallaj,Bus,9.9,2014
Chhimkeshwori Hill,Barpak Village,Flight,1.1,2492
Chhimkeshwori Hill,Lete,Bus,7.4,1748
Chhimkeshwori Hill,Sundarijal,Jeep,9.2,5638
Chhimkeshwori Hill,Triveni Dham,Taxi,6.7,5349
Chhimkeshwori Hill,Koshi Tappu Wildlife Reserve,Taxi,5.3,2862
Chhimkeshwori Hill,Nyatapola Temple,Flight,1.1,3758
Chhimkeshwori Hill,Antu Danda,Bus,7.6,1987
Chhimkeshwori Hill,Khokana,Jeep,4.5,2469
Chhimkeshwori Hill,Badimalika Temple,Taxi,3.6,2536
Chhimkeshwori Hill,Diktel Bazaar,Bus,5.5,1529
Chhimkeshwori Hill,Bhairabi Temple,Bus,8.9,2602
Chhimkeshwori Hill,Lumbini - Birthplace of Buddha,Bus,4.2,1175
Chhimkeshwori Hill,Saipal Base Camp,Jeep,6.4,3343
Chhimkeshwori Hill,Tsho Rolpa Lake,Flight,1.5,5106
Chhimkeshwori Hill,Rupa Lake,Bus,5.5,1152
Chhimkeshwori Hill,Bandipur,Bus,6.5,1310
Chhimkeshwori Hill,Dhorpatan Valley,Taxi,6.8,3859
Chhimkeshwori Hill,Kushma Cliff Bridge,Flight,1.2,3413
Chhimkeshwori Hill,Naag Pokhari,Bus,9.6,2856
Chhimkeshwori Hill,Chitwan National Park,Bus,6.3,1442
Chhimkeshwori Hill,Budhi Gandaki Valley,Bus,5.5,1369
Chhimkeshwori Hill,Elephant Breeding Center,Bus,7.0,1730
Chhimkeshwori Hill,Lwang Ghalel Village,Bus,8.7,2349
Chhimkeshwori Hill,Shree Antu Sunrise Point,Bus,5.9,1189
Chhimkeshwori Hill,Baundeshwor Cave,Bus,9.1,2067
Chhimkeshwori Hill,Rupa Tal,Jeep,6.5,3766
Chhimkeshwori Hill,Kulekhani Reservoir,Taxi,7.6,5913
Chhimkeshwori Hill,Chandragiri Hills,Bus,10.4,3001
Chhimkeshwori Hill,Siddha Gufa,Bus,6.5,1669
Chhimkeshwori Hill,Dattatreya Temple,Flight,0.9,2489
Chhimkeshwori Hill,Aathbish Danda,Bus,3.9,876
Chhimkeshwori Hill,Rangeli,Bus,8.0,2269
Chhimkeshwori Hill,Kalinchowk,Jeep,7.7,4490
Chhimkeshwori Hill,Panauti,Bus,7.0,1754
Chhimkeshwori Hill,Patan Durbar Square,Flight,0.6,1227
Chhimkeshwori Hill,Lo Manthang,Taxi,6.3,4579
Chhimkeshwori Hill,Champadevi Hill,Bus,4.7,1337
Chhimkeshwori Hill,Pulchowki Hill,Bus,7.8,1975
Chhimkeshwori Hill,Muktinath Temple,Jeep,6.4,3603
Chhimkeshwori Hill,Manaslu Base Camp,Bus,5.8,1657
Chhimkeshwori Hill,Dharan Clock Tower,Bus,4.9,1379
Chhimkeshwori Hill,Tansen Bazaar,Taxi,4.9,2833
Chhimkeshwori Hill,Syarpu Lake,Bus,6.5,1455
Chhimkeshwori Hill,Ranighat Palace,Taxi,5.1,2999
Chhimkeshwori Hill,Siddhi Binayak,Bus,4.2,1250
Chhimkeshwori Hill,Deurali Gumba,Taxi,3.6,1844
Chhimkeshwori Hill,Bageshwori Temple,Flight,0.4,1168
Chhimkeshwori Hill,Resunga,Bus,8.5,2027
Chhimkeshwori Hill,Tamang Heritage Trail,Bus,5.5,1411
Chhimkeshwori Hill,Taudaha Lake,Bus,9.3,2088
Chhimkeshwori Hill,Ram Mandir,Taxi,2.9,1458
Chhimkeshwori Hill,Bhaktapur Durbar Square,Taxi,6.6,4771
Chhimkeshwori Hill,Bardia National Park,Jeep,4.4,2309
Chhimkeshwori Hill,Bhairav Kunda,Jeep,5.3,3209
Chhimkeshwori Hill,Gupteshwor Cave,Bus,7.0,1565
Chhimkeshwori Hill,Bindhyabasini Temple,Flight,0.8,2229
Chhimkeshwori Hill,Dakshinkali Temple,Jeep,4.5,2330
Chhimkeshwori Hill,Bhojpur Bazaar,Bus,8.6,2112
Chhimkeshwori Hill,Khaptad National Park,Jeep,8.6,5837
Chhimkeshwori Hill,Palung Valley,Jeep,6.2,2665
Chhimkeshwori Hill,Sirubari,Taxi,3.3,2238
Chhimkeshwori Hill,Phulchowki Botanical Garden,Flight,1.0,3217
Chhimkeshwori Hill,Numbur Cheese Circuit,Jeep,4.3,2086
Chhimkeshwori Hill,Dhorpatan Hunting Reserve,Bus,8.7,2358
Chhimkeshwori Hill,Charikot,Jeep,7.0,2829
Chhimkeshwori Hill,Siruwa Pokhari,Bus,4.6,1218
Chhimkeshwori Hill,Tatopani Hot Spring,Jeep,7.9,5509
Chhimkeshwori Hill,Piple Hill,Bus,7.7,2005
Chhimkeshwori Hill,Kali Gandaki Gorge,Taxi,8.1,5132
Chhimkeshwori Hill,Tilicho Lake,Jeep,5.1,3446
Chhimkeshwori Hill,Bhanbhane Pokhari,Bus,9.8,2885
Chhimkeshwori Hill,Simbuwa Khola Valley,Bus,9.3,2734
Chhimkeshwori Hill,Langtang National Park,Bus,8.1,1678
Chhimkeshwori Hill,Kangchenjunga Base Camp,Jeep,8.6,3765
Chhimkeshwori Hill,Bhotekoshi Bungee Jump,Bus,5.7,1359
Chhimkeshwori Hill,Bhujung Village,Jeep,6.0,4004
Chhimkeshwori Hill,Manakamana Temple,Bus,3.9,860
Chhimkeshwori Hill,Sandakpur,Jeep,7.7,3434
Chhimkeshwori Hill,Shuklaphanta National Park,Bus,8.3,2258
Chhimkeshwori Hill,Chobhar Gorge,Bus,8.5,2341
Chhimkeshwori Hill,Belbari Forest,Taxi,7.8,5075
Chhimkeshwori Hill,Tengboche Monastery,Taxi,5.6,3658
Chhimkeshwori Hill,Namche Bazaar,Taxi,6.3,3326
Chhimkeshwori Hill,Ruru Kshetra,Bus,6.0,1296
Chhimkeshwori Hill,Chhahara Waterfall,Bus,8.6,1878
Chhimkeshwori Hill,Maya Devi Temple,Jeep,6.2,4040
Chhimkeshwori Hill,Bhedetar View Tower,Taxi,4.4,3489
Chhimkeshwori Hill,Davis Falls,Jeep,8.4,4851
Chhimkeshwori Hill,Salyan Khalanga,Bus,8.4,1853
Chhimkeshwori Hill,Hanuman Dhoka,Bus,10.3,2411
Chhimkeshwori Hill,Khandadevi Temple,Bus,7.7,1967
Chhimkeshwori Hill,Khopra Danda,Jeep,4.6,2233
Chhimkeshwori Hill,Garden of Dreams,Bus,5.7,1642
Chhimkeshwori Hill,Siddha Cave,Bus,3.6,864
Chhimkeshwori Hill,Kanyam Tea Garden,Bus,6.9,1439
Chhimkeshwori Hill,Kamalbari Lake,Bus,9.4,2402
Chhimkeshwori Hill,Thakurdwara,Jeep,4.3,1751
Chhimkeshwori Hill,Phewa Lake,Bus,7.0,1765
Chhimkeshwori Hill,Kapilvastu Ruins,Jeep,3.6,2121
Chhimkeshwori Hill,Ringmo Village,Bus,8.5,2071
Chhimkeshwori Hill,Nuwakot Trishuli Dam,Jeep,7.3,4596
Chhimkeshwori Hill,Nepalgunj,Bus,6.8,1861
Chhimkeshwori Hill,Gahawa Mai Temple,Jeep,6.6,3921
Chhimkeshwori Hill,Namobuddha,Flight,0.3,738
Chhimkeshwori Hill,Panchakanya Hill,Flight,0.6,1910
Chhimkeshwori Hill,Tsum Valley,Jeep,7.3,4994
Chhimkeshwori Hill,Nagi Village,Jeep,4.5,2182
Chhimkeshwori Hill,Pakuwal Lake,Bus,8.0,1866
Chhimkeshwori Hill,Gaurishankar Conservation Area,Bus,6.4,1850
Chhimkeshwori Hill,Narchyang Waterfall,Jeep,8.4,3553
Chhimkeshwori Hill,Swargadwari,Taxi,6.8,5256
Chhimkeshwori Hill,Ramaroshan Wetland,Taxi,6.2,4516
Chhimkeshwori Hill,Gosaikunda,Jeep,5.8,3495
Chhimkeshwori Hill,Rani Pokhari,Bus,9.9,2342
Chhimkeshwori Hill,Begnas Lake,Jeep,3.9,2328
Chhimkeshwori Hill,Seti River Gorge,Jeep,4.2,2870
Chhimkeshwori Hill,Nagarjun Forest,Bus,4.4,1066
Chhimkeshwori Hill,Banskharka Orange Farm,Taxi,7.0,3718
Chhimkeshwori Hill,Kharpunath,Bus,8.9,1861
Arun Valley,Tila River Valley,Taxi,4.4,2433
Arun Valley,Koshi Barrage,Bus,8.4,1701
Arun Valley,Chhimkeshwori Hill,Bus,5.1,1300
Arun Valley,Chhimkeshwori,Bus,9.5,2046
Arun Valley,Musikot,Bus,7.9,1867
Arun Valley,Panchthar Tea Garden,Bus,9.3,2498
Arun Valley,Mohare Danda,Taxi,6.1,3230
Arun Valley,Tribeni Dham,Jeep,7.0,4753
Arun Valley,Dhaulagiri Base Camp,Taxi,5.5,3996
Arun Valley,Swayambhunath Stupa,Bus,6.4,1725
Arun Valley,Shivapuri Nagarjun National Park,Taxi,7.8,4808
Arun Valley,Chainpur Bazaar,Jeep,7.8,3738
Arun Valley,Lamjung Himal Base Camp,Bus,4.4,1284
Arun Valley,Jalbire Waterfall,Bus,5.2,1360
Arun Valley,Rani Mahal,Taxi,6.1,4507
Arun Valley,Kakrebihar,Bus,6.9,2021
Arun Valley,Silichho Peak,Taxi,5.5,3824
Arun Valley,Khaireni Hill,Bus,6.7,1888
Arun Valley,Panchase Hill,Bus,10.3,3012
Arun Valley,Jomsom,Taxi,2.7,1508
Arun Valley,Okhaldhunga Memorial Park,Bus,5.1,1330
Arun Valley,Baglung Kalika Temple,Bus,4.6,1059
Arun Valley,Maipokhari,Bus,9.1,2164
Arun Valley,Ramdhuni Mandir,Bus,8.9,2047
Arun Valley,Bhedetar Zipline,Jeep,8.5,5933
Arun Valley,Thabang Village,Bus,9.0,2182
Arun Valley,Ridi Bazaar,Jeep,7.8,4337
Arun Valley,Kagbeni,Bus,8.5,2270
Arun Valley,Khaptad Baba Ashram,Bus,7.5,1763
Arun Valley,Simikot,Jeep,6.0,2750
Arun Valley,Rara Lake,Jeep,5.5,2904
Arun Valley,Badhaiya Tal,Taxi,7.8,4982
Arun Valley,Rishikesh Complex (Devghat),Flight,1.1,4111
Arun Valley,Ghodepani,Bus,5.9,1409
Arun Valley,Chandannath Temple,Bus,8.6,1861
Arun Valley,Bishazari Tal,Bus,6.6,1414
Arun Valley,Hanuman Temple,Bus,9.2,2588
Arun Valley,International Mountain Museum,Bus,5.9,1309
Arun Valley,Madan Ashrit Memorial Park,Bus,5.0,1306
Arun Valley,Mahaboudha Temple,Bus,7.7,1667
Arun Valley,Tindhare Waterfall,Taxi,7.2,5039
Arun Valley,Rolpa Martyrs Trail,Bus,7.6,1764
Arun Valley,Bajura Budhinanda Lake,Bus,5.1,1225
Arun Valley,Tallo Dungeshwor,Bus,8.9,2566
Arun Valley,Tharu Village,Bus,10.0,2992
Arun Valley,Patal Bhuvaneshwor Cave,Taxi,4.5,2423
Arun Valley,Everest Base Camp,Taxi,6.9,4899
Arun Valley,Ghale Gaun,Bus,6.0,1667
Arun Valley,Sarangkot,Bus,4.5,1154
Arun Valley,Dudh Kunda,Jeep,5.5,3764
Arun Valley,Chhanwa Gumba,Bus,4.5,1135
Arun Valley,Nuwakot Palace Complex,Bus,4.6,979
Arun Valley,Hiranya Varna Mahavihar,Jeep,6.6,2950
Arun Valley,Sailung,Taxi,4.6,3322
Arun Valley,Jaleshwor Mahadev Temple,Bus,7.5,1897
Arun Valley,Pakhure Pokhari,Bus,7.8,1813
Arun Valley,Janaki Mandir,Taxi,7.8,3913
Arun Valley,Ghodaghodi Lake,Taxi,6.3,4441
Arun Valley,Maula Kalika Temple,Taxi,7.5,5493
Arun Valley,Laprak,Bus,8.2,1920
Arun Valley,Simraungadh Ruins,Bus,8.4,2273
Arun Valley,Panch Pokhari,Bus,4.3,1085
Arun Valley,Pathibhara Devi Temple,Bus,6.4,1599
Arun Valley,Dodhara Chandani Bridge,Jeep,2.8,1571
Arun Valley,Baraha Kshetra,Bus,6.1,1706
Arun Valley,Baraha Pokhari,Bus,5.1,1507
Arun Valley,Sisne Himal,Bus,8.5,1833
Arun Valley,Gokyo Lakes,Flight,0.3,832
Arun Valley,Daunne Hill,Bus,7.9,2268
Arun Valley,Birgunj Clock Tower,Flight,1.0,3022
Arun Valley,Shey Phoksundo Lake,Bus,9.4,2159
Arun Valley,Gorkha Durbar,Bus,6.9,1537
Arun Valley,Temke Dada,Jeep,7.6,5168
Arun Valley,Bhimsen Temple,Bus,4.7,1376
Arun Valley,Guerrilla Trek,Jeep,6.4,2791
Arun Valley,Bungamati Village,Taxi,5.7,2985
Arun Valley,Poon Hill,Bus,6.1,1295
Arun Valley,Chamunda Temple,Taxi,7.5,5491
Arun Valley,Sitalpati Market,Bus,9.1,1991
Arun Valley,Ashoka Pillar,Bus,5.3,1348
Arun Valley,World Peace Pagoda,Bus,9.3,2074
Arun Valley,Kapuche Glacier Lake,Jeep,6.5,3877
Arun Valley,Tatopani,Taxi,4.9,3701
Arun Valley,Boudhanath Stupa,Jeep,3.9,2469
Arun Valley,Rukumkot,Bus,4.6,1177
Arun Valley,Makalu Base Camp,Jeep,8.5,5709
Arun Valley,Hetauda Martyrs Park,Bus,5.2,1475
Arun Valley,Balmiki Ashram,Bus,8.3,2129
Arun Valley,Salpa Pokhari,Taxi,4.3,3310
Arun Valley,Chhintang,Taxi,7.3,4601
Arun Valley,Bhairahawa Buddha Park,Jeep,4.3,1937
Arun Valley,Barpak,Bus,9.2,1897
Arun Valley,Gorkha Museum,Bus,7.3,1513
Arun Valley,Dhulikhel View Tower,Bus,4.5,905
Arun Valley,Pashupatinath Temple,Jeep,6.2,3716
Arun Valley,Api Base Camp,Bus,5.7,1221
Arun Valley,Trishuli River View,Taxi,4.3,2533
Arun Valley,Soti Khola,Bus,4.4,1204
Arun Valley,Bindabasini Temple (Bandipur),Jeep,7.3,3551
Arun Valley,Sailung Danda,Bus,8.6,1776
Arun Valley,Chepang Hill Trail,Flight,1.7,5125
Arun Valley,Mallaj,Bus,8.0,1712
Arun Valley,Barpak Village,Taxi,3.8,2173
Arun Valley,Lete,Bus,4.6,1058
Arun Valley,Sundarijal,Bus,9.0,2075
Arun Valley,Triveni Dham,Bus,7.1,2015
Arun Valley,Koshi Tappu Wildlife Reserve,Taxi,4.7,3273
Arun Valley,Nyatapola Temple,Bus,4.5,1310
Arun Valley,Antu Danda,Bus,8.2,2016
Arun Valley,Khokana,Taxi,6.3,4831
Arun Valley,Badimalika Temple,Bus,7.3,2026
Arun Valley,Diktel Bazaar,Bus,6.4,1741
Arun Valley,Bhairabi Temple,Bus,8.5,1895
Arun Valley,Lumbini - Birthplace of Buddha,Jeep,7.1,3982
Arun Valley,Saipal Base Camp,Bus,9.6,2271
Arun Valley,Tsho Rolpa Lake,Taxi,4.5,2585
Arun Valley,Rupa Lake,Taxi,6.9,4971
Arun Valley,Bandipur,Bus,8.6,1951
Arun Valley,Dhorpatan Valley,Bus,9.2,1961
Arun Valley,Kushma Cliff Bridge,Jeep,5.5,2295
Arun Valley,Naag Pokhari,Taxi,7.3,5657
Arun Valley,Chitwan National Park,Taxi,5.7,3638
Arun Valley,Budhi Gandaki Valley,Jeep,4.1,1976
Arun Valley,Elephant Breeding Center,Bus,5.2,1041
Arun Valley,Lwang Ghalel Village,Bus,6.2,1579
Arun Valley,Shree Antu Sunrise Point,Bus,10.0,2300
Arun Valley,Baundeshwor Cave,Bus,8.2,2095
Arun Valley,Rupa Tal,Bus,5.4,1222
Arun Valley,Kulekhani Reservoir,Jeep,8.3,5390
Arun Valley,Chandragiri Hills,Bus,5.8,1181
Arun Valley,Siddha Gufa,Jeep,6.9,3291
Arun Valley,Dattatreya Temple,Bus,9.1,2716
Arun Valley,Aathbish Danda,Bus,5.4,1141
Arun Valley,Rangeli,Bus,6.3,1868
Arun Valley,Kalinchowk,Taxi,6.7,3780
Arun Valley,Panauti,Jeep,2.6,1277
Arun Valley,Patan Durbar Square,Bus,4.7,1301
Arun Valley,Lo Manthang,Bus,7.3,1581
Arun Valley,Champadevi Hill,Jeep,5.5,3620
Arun Valley,Pulchowki Hill,Bus,4.9,1408
Arun Valley,Muktinath Temple,Taxi,5.3,3900
Arun Valley,Manaslu Base Camp,Bus,6.4,1657
Arun Valley,Dharan Clock Tower,Taxi,3.1,1641
Arun Valley,Tansen Bazaar,Bus,7.1,1437
Arun Valley,Syarpu Lake,Bus,7.0,1881
Arun Valley,Ranighat Palace,Flight,1.0,3135
Arun Valley,Siddhi Binayak,Bus,3.7,938
Arun Valley,Deurali Gumba,Taxi,4.9,2826
Arun Valley,Bageshwori Temple,Jeep,6.7,4439
Arun Valley,Resunga,Taxi,8.1,6433
Arun Valley,Tamang Heritage Trail,Taxi,6.8,3561
Arun Valley,Taudaha Lake,Flight,1.3,3073
Arun Valley,Ram Mandir,Jeep,5.7,3522
Arun Valley,Bhaktapur Durbar Square,Bus,7.9,2016
Arun Valley,Bardia National Park,Bus,8.1,1843
Arun Valley,Bhairav Kunda,Taxi,7.5,3848
Arun Valley,Gupteshwor Cave,Bus,5.5,1554
Arun Valley,Bindhyabasini Temple,Bus,5.8,1350
Arun Valley,Dakshinkali Temple,Taxi,7.4,5070
Arun Valley,Bhojpur Bazaar,Flight,0.8,2426
Arun Valley,Khaptad National Park,Taxi,6.5,3304
Arun Valley,Palung Valley,Bus,4.5,1302
Arun Valley,Sirubari,Bus,7.2,1784
Arun Valley,Phulchowki Botanical Garden,Taxi,6.0,4793
Arun Valley,Numbur Cheese Circuit,Taxi,8.3,5628
Arun Valley,Dhorpatan Hunting Reserve,Flight,1.3,3267
Arun Valley,Charikot,Bus,7.2,1735
Arun Valley,Siruwa Pokhari,Flight,0.2,571
Arun Valley,Tatopani Hot Spring,Taxi,5.5,3397
Arun Valley,Piple Hill,Jeep,8.6,5591
Arun Valley,Kali Gandaki Gorge,Bus,5.8,1390
Arun Valley,Tilicho Lake,Bus,9.7,2123
Arun Valley,Bhanbhane Pokhari,Jeep,6.6,3543
Arun Valley,Simbuwa Khola Valley,Taxi,3.7,2756
Arun Valley,Langtang National Park,Taxi,4.5,2405
Arun Valley,Kangchenjunga Base Camp,Bus,4.5,1227
Arun Valley,Bhotekoshi Bungee Jump,Bus,7.5,1680
Arun Valley,Bhujung Village,Flight,0.8,2765
Arun Valley,Manakamana Temple,Taxi,6.9,5412
Arun Valley,Sandakpur,Taxi,4.5,2994
Arun Valley,Shuklaphanta National Park,Bus,7.1,2034
Arun Valley,Chobhar Gorge,Bus,6.2,1543
Arun Valley,Belbari Forest,Bus,5.4,1217
Arun Valley,Tengboche Monastery,Jeep,7.8,4109
Arun Valley,Namche Bazaar,Flight,0.8,2151
Arun Valley,Ruru Kshetra,Jeep,5.6,3034
Arun Valley,Chhahara Waterfall,Bus,9.4,2137
Arun Valley,Maya Devi Temple,Bus,4.5,1222
Arun Valley,Bhedetar View Tower,Bus,8.7,2312
Arun Valley,Davis Falls,Bus,5.6,1523
